station,valid,tmpf,tmpc,relh,sknt,p01m
SBVT,2010-12-09 23:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-10 00:00,78.80,26.00,83.55,8.00,0.00
SBVT,2010-12-10 01:00,77.00,25.00,88.67,11.00,0.00
SBVT,2010-12-10 02:00,77.00,25.00,88.67,7.00,0.00
SBVT,2010-12-10 03:00,77.00,25.00,88.67,8.00,0.00
SBVT,2010-12-10 04:00,77.00,25.00,88.67,7.00,0.00
SBVT,2010-12-10 05:00,77.00,25.00,88.67,10.00,0.00
SBVT,2010-12-10 06:00,75.20,24.00,94.14,8.00,0.00
SBVT,2010-12-10 07:00,75.20,24.00,88.59,6.00,0.00
SBVT,2010-12-10 08:00,75.20,24.00,88.59,5.00,0.00
SBVT,2010-12-10 09:00,78.80,26.00,78.62,8.00,0.00
SBVT,2010-12-10 10:00,80.60,27.00,74.11,10.00,0.00
SBVT,2010-12-10 11:00,82.40,28.00,69.90,10.00,0.00
SBVT,2010-12-10 12:00,84.20,29.00,65.95,9.00,0.00
SBVT,2010-12-10 13:00,84.20,29.00,62.03,11.00,0.00
SBVT,2010-12-10 14:00,84.20,29.00,65.95,11.00,0.00
SBVT,2010-12-10 15:00,84.20,29.00,65.95,12.00,0.00
SBVT,2010-12-10 16:00,84.20,29.00,65.95,14.00,0.00
SBVT,2010-12-10 17:00,80.60,27.00,74.11,11.00,0.00
SBVT,2010-12-10 18:00,84.20,29.00,65.95,10.00,0.00
SBVT,2010-12-10 19:00,82.40,28.00,69.90,9.00,0.00
SBVT,2010-12-10 20:00,80.60,27.00,69.71,8.00,0.00
SBVT,2010-12-10 21:00,78.80,26.00,78.62,3.00,0.00
SBVT,2010-12-10 22:00,77.00,25.00,88.67,4.00,0.00
SBVT,2010-12-10 23:00,77.00,25.00,83.44,3.00,0.00
SBVT,2010-12-11 00:00,77.00,25.00,83.44,3.00,0.00
SBVT,2010-12-11 01:00,77.00,25.00,83.44,2.00,0.00
SBVT,2010-12-11 02:00,77.00,25.00,83.44,4.00,0.00
SBVT,2010-12-11 03:00,75.20,24.00,83.32,0.00,0.00
SBVT,2010-12-11 04:00,71.60,22.00,94.06,0.00,0.00
SBVT,2010-12-11 05:00,71.60,22.00,94.06,0.00,0.00
SBVT,2010-12-11 06:00,71.60,22.00,94.06,4.00,0.00
SBVT,2010-12-11 07:00,71.60,22.00,94.06,0.00,0.00
SBVT,2010-12-11 08:00,71.60,22.00,94.06,0.00,0.00
SBVT,2010-12-11 09:00,75.20,24.00,83.32,2.00,0.00
SBVT,2010-12-11 10:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-11 11:00,77.00,25.00,78.48,2.00,0.00
SBVT,2010-12-11 12:00,78.80,26.00,73.95,4.00,0.00
SBVT,2010-12-11 13:00,82.40,28.00,61.81,6.00,0.00
SBVT,2010-12-11 14:00,84.20,29.00,58.32,8.00,0.00
SBVT,2010-12-11 15:00,86.00,30.00,48.58,12.00,0.00
SBVT,2010-12-11 16:00,86.00,30.00,45.61,14.00,0.00
SBVT,2010-12-11 17:00,84.20,29.00,51.47,12.00,0.00
SBVT,2010-12-11 18:00,86.00,30.00,51.72,12.00,0.00
SBVT,2010-12-11 19:00,82.40,28.00,54.55,14.00,0.00
SBVT,2010-12-11 20:00,80.60,27.00,61.58,10.00,0.00
SBVT,2010-12-11 21:00,78.80,26.00,65.33,4.00,0.00
SBVT,2010-12-11 22:00,77.00,25.00,73.78,6.00,0.00
SBVT,2010-12-11 23:00,77.00,25.00,73.78,2.00,0.00
SBVT,2010-12-12 00:00,77.00,25.00,73.78,2.00,0.00
SBVT,2010-12-12 01:00,77.00,25.00,73.78,2.00,0.00
SBVT,2010-12-12 02:00,77.00,25.00,73.78,0.00,0.00
SBVT,2010-12-12 03:00,75.20,24.00,83.32,2.00,0.00
SBVT,2010-12-12 04:00,75.20,24.00,83.32,2.00,0.00
SBVT,2010-12-12 05:00,73.40,23.00,88.51,3.00,0.00
SBVT,2010-12-12 06:00,73.40,23.00,88.51,3.00,0.00
SBVT,2010-12-12 07:00,71.60,22.00,88.43,3.00,0.00
SBVT,2010-12-12 08:00,69.80,21.00,94.01,0.00,0.00
SBVT,2010-12-12 09:00,71.60,22.00,88.43,2.00,0.00
SBVT,2010-12-12 10:00,77.00,25.00,78.48,8.00,0.00
SBVT,2010-12-12 11:00,80.60,27.00,65.54,4.00,0.00
SBVT,2010-12-12 12:00,82.40,28.00,61.81,14.00,0.00
SBVT,2010-12-12 13:00,84.20,29.00,58.32,14.00,0.00
SBVT,2010-12-12 14:00,86.00,30.00,55.04,16.00,0.00
SBVT,2010-12-12 15:00,87.80,31.00,55.29,14.00,0.00
SBVT,2010-12-12 16:00,86.00,30.00,58.55,20.00,0.00
SBVT,2010-12-12 17:00,86.00,30.00,58.55,18.00,0.00
SBVT,2010-12-12 18:00,84.20,29.00,62.03,17.00,0.00
SBVT,2010-12-12 19:00,84.20,29.00,58.32,16.00,0.00
SBVT,2010-12-12 20:00,82.40,28.00,61.81,13.00,0.00
SBVT,2010-12-12 21:00,80.60,27.00,74.11,8.00,0.00
SBVT,2010-12-12 22:00,80.60,27.00,83.66,8.00,0.00
SBVT,2010-12-12 23:00,80.60,27.00,83.66,8.00,0.00
SBVT,2010-12-13 00:00,78.80,26.00,88.75,6.00,0.00
SBVT,2010-12-13 01:00,78.80,26.00,83.55,9.00,0.00
SBVT,2010-12-13 02:00,78.80,26.00,83.55,8.00,0.00
SBVT,2010-12-13 03:00,78.80,26.00,83.55,10.00,0.00
SBVT,2010-12-13 04:00,78.80,26.00,83.55,8.00,0.00
SBVT,2010-12-13 05:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-13 06:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-13 07:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-13 08:00,75.20,24.00,94.14,6.00,0.00
SBVT,2010-12-13 09:00,77.00,25.00,88.67,10.00,0.00
SBVT,2010-12-13 10:00,82.40,28.00,78.90,18.00,0.00
SBVT,2010-12-13 11:00,84.20,29.00,70.08,18.00,0.00
SBVT,2010-12-13 12:00,87.80,31.00,62.47,16.00,0.00
SBVT,2010-12-13 13:00,89.60,32.00,59.01,24.00,0.00
SBVT,2010-12-13 14:00,91.40,33.00,55.77,18.00,0.00
SBVT,2010-12-13 15:00,95.00,35.00,49.87,20.00,0.00
SBVT,2010-12-13 16:00,95.00,35.00,49.87,20.00,0.00
SBVT,2010-12-13 17:00,95.00,35.00,49.87,20.00,0.00
SBVT,2010-12-13 18:00,91.40,33.00,59.24,22.00,0.00
SBVT,2010-12-13 19:00,87.80,31.00,66.35,25.00,0.00
SBVT,2010-12-13 20:00,86.00,30.00,70.27,26.00,0.00
SBVT,2010-12-13 21:00,82.40,28.00,83.77,26.00,0.00
SBVT,2010-12-13 22:00,80.60,27.00,83.66,22.00,0.00
SBVT,2010-12-13 23:00,82.40,28.00,78.90,8.00,0.00
SBVT,2010-12-14 00:00,80.60,27.00,83.66,10.00,0.00
SBVT,2010-12-14 01:00,80.60,27.00,83.66,12.00,0.00
SBVT,2010-12-14 02:00,80.60,27.00,83.66,12.00,0.00
SBVT,2010-12-14 03:00,80.60,27.00,78.76,14.00,0.00
SBVT,2010-12-14 04:00,80.60,27.00,74.11,18.00,0.00
SBVT,2010-12-14 05:00,78.80,26.00,78.62,12.00,0.00
SBVT,2010-12-14 06:00,78.80,26.00,78.62,8.00,0.00
SBVT,2010-12-14 07:00,77.00,25.00,83.44,8.00,0.00
SBVT,2010-12-14 08:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-14 09:00,78.80,26.00,78.62,10.00,0.00
SBVT,2010-12-14 10:00,80.60,27.00,78.76,17.00,0.00
SBVT,2010-12-14 11:00,84.20,29.00,70.08,15.00,0.00
SBVT,2010-12-14 12:00,87.80,31.00,62.47,16.00,0.00
SBVT,2010-12-14 13:00,89.60,32.00,59.01,18.00,0.00
SBVT,2010-12-14 14:00,93.20,34.00,52.73,18.00,0.00
SBVT,2010-12-14 15:00,91.40,33.00,52.48,15.00,0.00
SBVT,2010-12-14 16:00,93.20,34.00,52.73,16.00,0.00
SBVT,2010-12-14 17:00,87.80,31.00,62.47,25.00,0.00
SBVT,2010-12-14 18:00,86.00,30.00,66.15,32.00,0.00
SBVT,2010-12-14 19:00,86.00,30.00,66.15,34.00,0.00
SBVT,2010-12-14 20:00,84.20,29.00,74.44,28.00,0.00
SBVT,2010-12-14 21:00,82.40,28.00,78.90,22.00,0.00
SBVT,2010-12-14 22:00,82.40,28.00,78.90,14.00,0.00
SBVT,2010-12-14 23:00,80.60,27.00,83.66,11.00,0.00
SBVT,2010-12-15 00:00,80.60,27.00,83.66,18.00,0.00
SBVT,2010-12-15 01:00,80.60,27.00,83.66,14.00,0.00
SBVT,2010-12-15 02:00,80.60,27.00,83.66,14.00,0.00
SBVT,2010-12-15 03:00,80.60,27.00,83.66,8.00,0.00
SBVT,2010-12-15 04:00,80.60,27.00,83.66,6.00,0.00
SBVT,2010-12-15 05:00,78.80,26.00,88.75,10.00,0.00
SBVT,2010-12-15 06:00,78.80,26.00,88.75,4.00,0.00
SBVT,2010-12-15 07:00,78.80,26.00,88.75,10.00,0.00
SBVT,2010-12-15 08:00,78.80,26.00,83.55,8.00,0.00
SBVT,2010-12-15 09:00,80.60,27.00,83.66,12.00,0.00
SBVT,2010-12-15 10:00,84.20,29.00,70.08,12.00,0.00
SBVT,2010-12-15 11:00,82.40,28.00,74.28,16.00,0.00
SBVT,2010-12-15 12:00,84.20,29.00,70.08,16.00,0.00
SBVT,2010-12-15 13:00,84.20,29.00,65.95,20.00,0.00
SBVT,2010-12-15 14:00,87.80,31.00,66.35,14.00,0.00
SBVT,2010-12-15 15:00,89.60,32.00,62.68,14.00,0.00
SBVT,2010-12-15 16:00,87.80,31.00,66.35,13.00,0.00
SBVT,2010-12-15 17:00,89.60,32.00,62.68,14.00,0.00
SBVT,2010-12-15 18:00,86.00,30.00,70.27,23.00,0.00
SBVT,2010-12-15 19:00,84.20,29.00,70.08,25.00,0.00
SBVT,2010-12-15 20:00,82.40,28.00,78.90,19.00,0.00
SBVT,2010-12-15 21:00,80.60,27.00,78.76,20.00,0.00
SBVT,2010-12-15 22:00,78.80,26.00,88.75,18.00,0.00
SBVT,2010-12-15 23:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-16 00:00,80.60,27.00,78.76,10.00,0.00
SBVT,2010-12-16 01:00,80.60,27.00,78.76,9.00,0.00
SBVT,2010-12-16 02:00,80.60,27.00,78.76,10.00,0.00
SBVT,2010-12-16 03:00,80.60,27.00,83.66,12.00,0.00
SBVT,2010-12-16 04:00,78.80,26.00,88.75,8.00,0.00
SBVT,2010-12-16 05:00,78.80,26.00,88.75,8.00,0.00
SBVT,2010-12-16 06:00,78.80,26.00,88.75,10.00,0.00
SBVT,2010-12-16 07:00,78.80,26.00,88.75,12.00,0.00
SBVT,2010-12-16 08:00,78.80,26.00,88.75,12.00,0.00
SBVT,2010-12-16 09:00,78.80,26.00,83.55,7.00,0.00
SBVT,2010-12-16 10:00,82.40,28.00,74.28,15.00,0.00
SBVT,2010-12-16 11:00,84.20,29.00,74.44,10.00,0.00
SBVT,2010-12-16 12:00,84.20,29.00,62.03,14.00,0.00
SBVT,2010-12-16 13:00,86.00,30.00,62.25,14.00,0.00
SBVT,2010-12-16 14:00,89.60,32.00,55.53,12.00,0.00
SBVT,2010-12-16 15:00,89.60,32.00,59.01,14.00,0.00
SBVT,2010-12-16 16:00,89.60,32.00,55.53,22.00,0.00
SBVT,2010-12-16 17:00,87.80,31.00,58.78,20.00,0.00
SBVT,2010-12-16 18:00,87.80,31.00,58.78,22.00,0.00
SBVT,2010-12-16 19:00,84.20,29.00,65.95,22.00,0.00
SBVT,2010-12-16 20:00,84.20,29.00,65.95,14.00,0.00
SBVT,2010-12-16 21:00,80.60,27.00,78.76,16.00,0.00
SBVT,2010-12-16 22:00,78.80,26.00,83.55,10.00,0.00
SBVT,2010-12-16 23:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-17 00:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-17 01:00,77.00,25.00,88.67,2.00,0.00
SBVT,2010-12-17 02:00,77.00,25.00,88.67,7.00,0.00
SBVT,2010-12-17 03:00,77.00,25.00,88.67,5.00,0.00
SBVT,2010-12-17 04:00,77.00,25.00,88.67,5.00,0.00
SBVT,2010-12-17 05:00,77.00,25.00,88.67,0.00,0.00
SBVT,2010-12-17 06:00,77.00,25.00,88.67,0.00,0.00
SBVT,2010-12-17 07:00,77.00,25.00,88.67,0.00,0.00
SBVT,2010-12-17 08:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-17 09:00,75.20,24.00,88.59,2.00,0.00
SBVT,2010-12-17 10:00,78.80,26.00,78.62,2.00,0.00
SBVT,2010-12-17 11:00,77.00,25.00,83.44,18.00,0.00
SBVT,2010-12-17 12:00,80.60,27.00,69.71,18.00,0.00
SBVT,2010-12-17 13:00,82.40,28.00,61.81,12.00,0.00
SBVT,2010-12-17 14:00,84.20,29.00,54.80,10.00,0.00
SBVT,2010-12-17 15:00,86.00,30.00,55.04,10.00,0.00
SBVT,2010-12-17 16:00,84.20,29.00,65.95,15.00,0.00
SBVT,2010-12-17 17:00,86.00,30.00,62.25,18.00,0.00
SBVT,2010-12-17 18:00,86.00,30.00,58.55,14.00,0.00
SBVT,2010-12-17 19:00,84.20,29.00,62.03,16.00,0.00
SBVT,2010-12-17 20:00,82.40,28.00,61.81,18.00,0.00
SBVT,2010-12-17 21:00,78.80,26.00,69.52,14.00,0.00
SBVT,2010-12-17 22:00,78.80,26.00,73.95,12.00,0.00
SBVT,2010-12-17 23:00,78.80,26.00,73.95,8.00,0.00
SBVT,2010-12-18 00:00,78.80,26.00,73.95,10.00,0.00
SBVT,2010-12-18 01:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-18 02:00,75.20,24.00,83.32,7.00,0.00
SBVT,2010-12-18 03:00,75.20,24.00,83.32,6.00,0.00
SBVT,2010-12-18 04:00,77.00,25.00,78.48,4.00,0.00
SBVT,2010-12-18 05:00,75.20,24.00,83.32,6.00,0.00
SBVT,2010-12-18 06:00,75.20,24.00,83.32,1.00,0.00
SBVT,2010-12-18 07:00,73.40,23.00,88.51,0.00,0.00
SBVT,2010-12-18 08:00,73.40,23.00,88.51,6.00,0.00
SBVT,2010-12-18 09:00,75.20,24.00,83.32,4.00,0.00
SBVT,2010-12-18 10:00,80.60,27.00,65.54,5.00,0.00
SBVT,2010-12-18 11:00,84.20,29.00,54.80,10.00,0.00
SBVT,2010-12-18 12:00,86.00,30.00,48.58,10.00,0.00
SBVT,2010-12-18 13:00,89.60,32.00,43.34,18.00,0.00
SBVT,2010-12-18 14:00,89.60,32.00,43.34,12.00,0.00
SBVT,2010-12-18 15:00,91.40,33.00,43.61,12.00,0.00
SBVT,2010-12-18 16:00,89.60,32.00,49.10,20.00,0.00
SBVT,2010-12-18 17:00,87.80,31.00,55.29,25.00,0.00
SBVT,2010-12-18 18:00,87.80,31.00,51.98,22.00,0.00
SBVT,2010-12-18 19:00,86.00,30.00,55.04,22.00,0.00
SBVT,2010-12-18 20:00,84.20,29.00,62.03,14.00,0.00
SBVT,2010-12-18 21:00,80.60,27.00,65.54,14.00,0.00
SBVT,2010-12-18 22:00,78.80,26.00,73.95,14.00,0.00
SBVT,2010-12-18 23:00,78.80,26.00,78.62,14.00,0.00
SBVT,2010-12-19 00:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-19 01:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-19 02:00,77.00,25.00,83.44,12.00,0.00
SBVT,2010-12-19 03:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-19 04:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-19 05:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-19 06:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-19 07:00,75.20,24.00,88.59,0.00,0.00
SBVT,2010-12-19 08:00,73.40,23.00,94.10,4.00,0.00
SBVT,2010-12-19 09:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-19 10:00,80.60,27.00,74.11,6.00,0.00
SBVT,2010-12-19 11:00,84.20,29.00,62.03,10.00,0.00
SBVT,2010-12-19 12:00,86.00,30.00,58.55,12.00,0.00
SBVT,2010-12-19 13:00,89.60,32.00,49.10,12.00,0.00
SBVT,2010-12-19 14:00,91.40,33.00,46.41,12.00,0.00
SBVT,2010-12-19 15:00,91.40,33.00,49.36,17.00,0.00
SBVT,2010-12-19 16:00,91.40,33.00,49.36,20.00,0.00
SBVT,2010-12-19 17:00,89.60,32.00,52.23,22.00,0.00
SBVT,2010-12-19 18:00,89.60,32.00,49.10,23.00,0.00
SBVT,2010-12-19 19:00,87.80,31.00,51.98,20.00,0.00
SBVT,2010-12-19 20:00,84.20,29.00,58.32,20.00,0.00
SBVT,2010-12-19 21:00,82.40,28.00,65.74,17.00,0.00
SBVT,2010-12-19 22:00,78.80,26.00,78.62,18.00,0.00
SBVT,2010-12-19 23:00,77.00,25.00,83.44,13.00,0.00
SBVT,2010-12-20 00:00,78.80,26.00,78.62,7.00,0.00
SBVT,2010-12-20 01:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-20 02:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-20 03:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-20 04:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-20 05:00,77.00,25.00,83.44,5.00,0.00
SBVT,2010-12-20 06:00,77.00,25.00,78.48,0.00,0.00
SBVT,2010-12-20 07:00,77.00,25.00,78.48,0.00,0.00
SBVT,2010-12-20 08:00,75.20,24.00,83.32,0.00,0.00
SBVT,2010-12-20 09:00,77.00,25.00,78.48,0.00,0.00
SBVT,2010-12-20 10:00,80.60,27.00,69.71,4.00,0.00
SBVT,2010-12-20 11:00,82.40,28.00,61.81,8.00,0.00
SBVT,2010-12-20 12:00,86.00,30.00,51.72,10.00,0.00
SBVT,2010-12-20 13:00,86.00,30.00,51.72,8.00,0.00
SBVT,2010-12-20 14:00,89.60,32.00,43.34,12.00,0.00
SBVT,2010-12-20 15:00,91.40,33.00,43.61,15.00,0.00
SBVT,2010-12-20 16:00,89.60,32.00,49.10,16.00,0.00
SBVT,2010-12-20 17:00,89.60,32.00,55.53,22.00,0.00
SBVT,2010-12-20 18:00,87.80,31.00,58.78,20.00,0.00
SBVT,2010-12-20 19:00,86.00,30.00,62.25,18.00,0.00
SBVT,2010-12-20 20:00,84.20,29.00,65.95,16.00,0.00
SBVT,2010-12-20 21:00,82.40,28.00,69.90,16.00,0.00
SBVT,2010-12-20 22:00,80.60,27.00,74.11,14.00,0.00
SBVT,2010-12-20 23:00,78.80,26.00,78.62,12.00,0.00
SBVT,2010-12-21 00:00,78.80,26.00,78.62,10.00,0.00
SBVT,2010-12-21 01:00,78.80,26.00,78.62,10.00,0.00
SBVT,2010-12-21 02:00,78.80,26.00,83.55,8.00,0.00
SBVT,2010-12-21 03:00,77.00,25.00,83.44,12.00,0.00
SBVT,2010-12-21 04:00,77.00,25.00,78.48,8.00,0.00
SBVT,2010-12-21 05:00,77.00,25.00,78.48,6.00,0.00
SBVT,2010-12-21 06:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-21 07:00,77.00,25.00,78.48,4.00,0.00
SBVT,2010-12-21 08:00,75.20,24.00,83.32,0.00,0.00
SBVT,2010-12-21 09:00,80.60,27.00,69.71,6.00,0.00
SBVT,2010-12-21 10:00,82.40,28.00,65.74,10.00,0.00
SBVT,2010-12-21 11:00,84.20,29.00,54.80,13.00,0.00
SBVT,2010-12-21 12:00,86.00,30.00,51.72,20.00,0.00
SBVT,2010-12-21 13:00,89.60,32.00,43.34,16.00,0.00
SBVT,2010-12-21 14:00,91.40,33.00,43.61,16.00,0.00
SBVT,2010-12-21 15:00,93.20,34.00,46.67,18.00,0.00
SBVT,2010-12-21 16:00,91.40,33.00,52.48,22.00,0.00
SBVT,2010-12-21 17:00,89.60,32.00,52.23,24.00,0.00
SBVT,2010-12-21 18:00,89.60,32.00,55.53,24.00,0.00
SBVT,2010-12-21 19:00,87.80,31.00,58.78,24.00,0.00
SBVT,2010-12-21 20:00,82.40,28.00,65.74,18.00,0.00
SBVT,2010-12-21 21:00,80.60,27.00,78.76,18.00,0.00
SBVT,2010-12-21 22:00,78.80,26.00,83.55,20.00,0.00
SBVT,2010-12-21 23:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-22 00:00,78.80,26.00,83.55,14.00,0.00
SBVT,2010-12-22 01:00,78.80,26.00,83.55,16.00,0.00
SBVT,2010-12-22 02:00,77.00,25.00,88.67,12.00,0.00
SBVT,2010-12-22 03:00,77.00,25.00,83.44,11.00,0.00
SBVT,2010-12-22 04:00,77.00,25.00,88.67,10.00,0.00
SBVT,2010-12-22 05:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-22 06:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-22 07:00,77.00,25.00,78.48,8.00,0.00
SBVT,2010-12-22 08:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-22 09:00,78.80,26.00,78.62,6.00,0.00
SBVT,2010-12-22 10:00,80.60,27.00,74.11,18.00,0.00
SBVT,2010-12-22 11:00,84.20,29.00,65.95,16.00,0.00
SBVT,2010-12-22 12:00,87.80,31.00,58.78,14.00,0.00
SBVT,2010-12-22 13:00,91.40,33.00,52.48,10.00,0.00
SBVT,2010-12-22 14:00,93.20,34.00,52.73,14.00,0.00
SBVT,2010-12-22 15:00,93.20,34.00,52.73,18.00,0.00
SBVT,2010-12-22 16:00,91.40,33.00,55.77,20.00,0.00
SBVT,2010-12-22 17:00,91.40,33.00,52.48,18.00,0.00
SBVT,2010-12-22 18:00,84.20,29.00,65.95,16.00,0.00
SBVT,2010-12-22 19:00,82.40,28.00,74.28,16.00,0.00
SBVT,2010-12-22 20:00,80.60,27.00,78.76,16.00,0.00
SBVT,2010-12-22 21:00,80.60,27.00,78.76,10.00,0.00
SBVT,2010-12-22 22:00,80.60,27.00,83.66,12.00,0.00
SBVT,2010-12-22 23:00,78.80,26.00,88.75,8.00,0.00
SBVT,2010-12-23 00:00,78.80,26.00,83.55,6.00,0.00
SBVT,2010-12-23 01:00,78.80,26.00,83.55,6.00,0.00
SBVT,2010-12-23 02:00,78.80,26.00,83.55,6.00,0.00
SBVT,2010-12-23 03:00,77.00,25.00,83.44,2.00,0.00
SBVT,2010-12-23 04:00,77.00,25.00,83.44,0.00,0.00
SBVT,2010-12-23 05:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-23 06:00,77.00,25.00,78.48,2.00,0.00
SBVT,2010-12-23 07:00,75.20,24.00,78.34,2.00,0.00
SBVT,2010-12-23 08:00,75.20,24.00,83.32,6.00,0.00
SBVT,2010-12-23 09:00,75.20,24.00,83.32,2.00,0.00
SBVT,2010-12-23 10:00,78.80,26.00,78.62,6.00,0.00
SBVT,2010-12-23 11:00,84.20,29.00,62.03,4.00,0.00
SBVT,2010-12-23 12:00,91.40,33.00,49.36,12.00,0.00
SBVT,2010-12-23 13:00,91.40,33.00,49.36,12.00,0.00
SBVT,2010-12-23 14:00,93.20,34.00,43.88,6.00,0.00
SBVT,2010-12-23 15:00,95.00,35.00,41.50,6.00,0.00
SBVT,2010-12-23 16:00,93.20,34.00,46.67,10.00,0.00
SBVT,2010-12-23 17:00,84.20,29.00,70.08,12.00,0.00
SBVT,2010-12-23 18:00,80.60,27.00,83.66,8.00,0.00
SBVT,2010-12-23 19:00,80.60,27.00,78.76,8.00,0.00
SBVT,2010-12-23 20:00,80.60,27.00,78.76,6.00,0.00
SBVT,2010-12-23 21:00,78.80,26.00,73.95,4.00,0.00
SBVT,2010-12-23 21:40,78.80,26.00,78.62,3.00,null
SBVT,2010-12-23 22:00,78.80,26.00,78.62,4.00,0.00
SBVT,2010-12-23 23:00,77.00,25.00,83.44,3.00,0.00
SBVT,2010-12-24 00:00,75.20,24.00,94.14,2.00,0.00
SBVT,2010-12-24 01:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-24 02:00,75.20,24.00,94.14,8.00,0.00
SBVT,2010-12-24 03:00,75.20,24.00,94.14,3.00,0.00
SBVT,2010-12-24 04:00,75.20,24.00,94.14,0.00,0.00
SBVT,2010-12-24 05:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-24 06:00,75.20,24.00,94.14,0.00,0.00
SBVT,2010-12-24 07:00,75.20,24.00,94.14,0.00,0.00
SBVT,2010-12-24 08:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-24 09:00,75.20,24.00,100.00,6.00,0.00
SBVT,2010-12-24 10:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-24 11:00,77.00,25.00,83.44,0.00,0.00
SBVT,2010-12-24 12:00,80.60,27.00,74.11,0.00,0.00
SBVT,2010-12-24 13:00,80.60,27.00,74.11,4.00,0.00
SBVT,2010-12-24 14:00,80.60,27.00,74.11,4.00,0.00
SBVT,2010-12-24 15:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-24 16:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-24 17:00,80.60,27.00,78.76,10.00,0.00
SBVT,2010-12-24 18:00,80.60,27.00,74.11,8.00,0.00
SBVT,2010-12-24 19:00,77.00,25.00,88.67,8.00,0.00
SBVT,2010-12-24 19:39,77.00,25.00,94.19,8.00,null
SBVT,2010-12-24 20:00,77.00,25.00,94.19,8.00,0.00
SBVT,2010-12-24 21:00,75.20,24.00,100.00,6.00,0.00
SBVT,2010-12-24 21:47,75.20,24.00,94.14,8.00,null
SBVT,2010-12-24 22:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-24 22:34,75.20,24.00,94.14,0.00,null
SBVT,2010-12-24 23:00,75.20,24.00,94.14,4.00,0.00
SBVT,2010-12-25 00:00,73.40,23.00,100.00,4.00,0.00
SBVT,2010-12-25 01:00,73.40,23.00,100.00,4.00,0.00
SBVT,2010-12-25 02:00,73.40,23.00,100.00,2.00,0.00
SBVT,2010-12-25 03:00,73.40,23.00,100.00,2.00,0.00
SBVT,2010-12-25 04:00,73.40,23.00,94.10,4.00,0.00
SBVT,2010-12-25 05:00,73.40,23.00,94.10,4.00,0.00
SBVT,2010-12-25 06:00,73.40,23.00,94.10,4.00,0.00
SBVT,2010-12-25 07:00,73.40,23.00,94.10,0.00,0.00
SBVT,2010-12-25 08:00,73.40,23.00,94.10,0.00,0.00
SBVT,2010-12-25 09:00,75.20,24.00,100.00,0.00,0.00
SBVT,2010-12-25 10:00,77.00,25.00,94.19,6.00,0.00
SBVT,2010-12-25 11:00,77.00,25.00,94.19,6.00,0.00
SBVT,2010-12-25 12:00,77.00,25.00,88.67,5.00,0.00
SBVT,2010-12-25 13:00,78.80,26.00,83.55,7.00,0.00
SBVT,2010-12-25 14:00,82.40,28.00,74.28,10.00,0.00
SBVT,2010-12-25 15:00,82.40,28.00,83.77,9.00,0.00
SBVT,2010-12-25 16:00,87.80,31.00,55.29,13.00,0.00
SBVT,2010-12-25 17:00,86.00,30.00,62.25,17.00,0.00
SBVT,2010-12-25 18:00,84.20,29.00,70.08,15.00,0.00
SBVT,2010-12-25 19:00,84.20,29.00,70.08,18.00,0.00
SBVT,2010-12-25 20:00,82.40,28.00,78.90,16.00,0.00
SBVT,2010-12-25 21:00,80.60,27.00,83.66,14.00,0.00
SBVT,2010-12-25 22:00,78.80,26.00,88.75,15.00,0.00
